query_id,query,query_type,expected_year,category,difficulty,system,gold_law,gold_section,n_retrieved,retrieval_time,answer,confidence,generation_time,total_time,precision_at_1,precision_at_3,precision_at_5,recall_at_5,recall_at_10,mrr,ndcg_at_5,temporal_precision_at_1,temporal_precision_at_3,temporal_precision_at_5,version_discrimination,amendment_awareness,temporal_hallucination_rate,cross_era_accuracy,keyword_hit_rate,answer_completeness,confidence_score,latency_seconds
TP-001,What was the penalty for not wearing a helmet while riding a motorcycle in 2010?,HISTORICAL_POINT,2010,temporal_precision,easy,NaiveRAG,"Motor Vehicles Act, 1988",Sec 129,10,0.18500113487243652,"Under THE MOTOR VEHICLES ACT, 1988, specifically Section 194D, the penalty for not wearing protective headgear while riding a motorcycle in 1988 was a fine of one thousand rupees and disqualification from holding a license for three months. This provision was applicable to anyone driving or riding a motorcycle in contravention of the provisions of Section 129 or the rules made thereunder. Section 129 mandated that every person above four years of age, driving or riding a motorcycle, must wear pr",0.7416954040527344,2.2031331062316895,2.388134241104126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.7416954040527344,2.388134241104126
TP-001,What was the penalty for not wearing a helmet while riding a motorcycle in 2010?,HISTORICAL_POINT,2010,temporal_precision,easy,PV-RAG,"Motor Vehicles Act, 1988",Sec 129,10,0.8550820350646973,"In 2010, the penalty for not wearing a helmet while riding a motorcycle was a fine of one thousand rupees and disqualification from holding a license for three months. This was governed under **The Motor Vehicles Act, 1988, Section 194D**, which was in effect during that period (1988–1988). The rule was superseded in subsequent years. The requirement to wear protective headgear was outlined in **Section 129** of the same Act. These provisions were later replaced by updated rules under the **Moto",0.7916954040527344,0.49107837677001953,1.3461604118347168,1.0,1.0,0.8,1.0,1.0,1.0,0.8687949224876582,0.0,0.0,0.2,0.1,0.5,0.0,1.0,1.0,1.0,0.7916954040527344,1.3461604118347168
TP-002,What was the fine for drunk driving in India in 2005?,HISTORICAL_POINT,2005,temporal_precision,easy,NaiveRAG,"Motor Vehicles Act, 1988",Sec 185,10,0.028326749801635742,"In 2005, the fine for drunk driving in India was governed by the **Motor Vehicles Act, 1988**, **Section 186**, which was valid in 1988 and superseded later. Under this provision, the penalty for driving while mentally or physically unfit (including under the influence of alcohol) was a fine of up to **one thousand rupees** for the first offense and up to **two thousand rupees** for a second or subsequent offense. 

Additionally, **Section 510 of the Indian Penal Code** (valid from 1860 to 2023)",0.7270839154720307,0.6840715408325195,0.7123982906341553,0.0,0.3333333333333333,0.2,1.0,1.0,0.5,0.38685280723454163,0.0,0.0,0.4,0.125,0.0,0.0,1.0,1.0,0.8,0.7270839154720307,0.7123982906341553
TP-002,What was the fine for drunk driving in India in 2005?,HISTORICAL_POINT,2005,temporal_precision,easy,PV-RAG,"Motor Vehicles Act, 1988",Sec 185,10,0.13073229789733887,"In 2005, the fine for drunk driving in India was not explicitly defined under the Indian Penal Code. However, misconduct in public by a drunken person was covered under Section 510 of the Indian Penal Code (valid from 1860 to 2023), which allowed for a fine of up to 10 rupees or simple imprisonment for up to 24 hours, or both. This section did not specifically address driving under the influence.

The legal framework for drunk driving was later updated with the introduction of the Motor Vehicles",0.86259223818779,0.6171183586120605,0.7478506565093994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.75,0.675,0.86259223818779,0.7478506565093994
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020,temporal_precision,easy,NaiveRAG,"Indian Penal Code, 1860",Sec 302,10,0.020798206329345703,"The punishment for murder under the Indian Penal Code (IPC) in 2020 is governed by IPC Section 302, which prescribes either the death penalty or imprisonment for life, along with a fine. However, none of the retrieved rules specifically mention IPC Section 302 or the punishment for murder. The retrieved rules pertain to other sections of the IPC and other laws, such as criminal conspiracy, non-treatment of victims, and conspiracy to commit offences under IPC Sections 120B, 121A, and 166B, as wel",0.683847999572754,0.5794305801391602,0.6002287864685059,0.0,0.6666666666666666,0.6,1.0,1.0,0.5,0.5147714448836774,0.0,0.6666666666666666,0.6,0.5,0.0,0.0,1.0,1.0,1.0,0.683847999572754,0.6002287864685059
TP-003,What was the punishment for murder under IPC in 2020?,HISTORICAL_POINT,2020,temporal_precision,easy,PV-RAG,"Indian Penal Code, 1860",Sec 302,10,0.1152794361114502,"In 2020, the punishment for murder under the Indian Penal Code (IPC) was governed by Section 302 of the IPC, which was in force from 1860 to 2023 and has since been superseded. Section 302 prescribed that whoever commits murder shall be punished with 1[imprisonment for life], or with imprisonment for a term of not less than ten years but which may extend to imprisonment for life, and shall also be liable to fine. In the case of murder, the death penalty could also be imposed at the discretion of",0.8283313989639283,0.8936619758605957,1.008941411972046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8283313989639283,1.008941411972046
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015,temporal_precision,medium,NaiveRAG,"Income Tax Act, 1961",Sec 80C,10,0.022212982177734375,"The retrieved rules do not provide specific information about the income tax exemption under Section 80C in 2015. The rules pertain to sections that were omitted or superseded and do not include the relevant details about the exemption limit or provisions applicable under Section 80C of the Income-Tax Act, 1961, for the year 2015. Therefore, based on the provided information, it is not possible to determine the income tax exemption under Section 80C in 2015.",0.7910933196544647,0.3589460849761963,0.38115906715393066,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6333333333333333,0.7910933196544647,0.38115906715393066
TP-004,What was the income tax exemption under section 80C in 2015?,HISTORICAL_POINT,2015,temporal_precision,medium,PV-RAG,"Income Tax Act, 1961",Sec 80C,10,0.12923860549926758,"In 2015, the income tax exemption under Section 80C of the Income-Tax Act, 1961 allowed individuals to claim a deduction of up to ₹1,50,000 for investments made in specified instruments such as life insurance premiums, provident fund contributions, and tax-saving fixed deposits. This provision was effective from the assessment year 2015-16.

Act: The Income-Tax Act, 1961  
Section: Section 80C  
Effective Period: Applicable in 2015 (assessment year 2015-16)

This rule has since changed. The dedu",0.7910933196544647,0.5758101940155029,0.7050487995147705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.7910933196544647,0.7050487995147705
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000,temporal_precision,medium,NaiveRAG,"Motor Vehicles Act, 1988",Sec 183,10,0.026028156280517578,"In 2000, the penalty for overspeeding in India was governed by **The Motor Vehicles Act, 1988**, specifically **Section 183**. This section, valid from 1988 to 1988, provided that driving a motor vehicle in contravention of speed limits referred to in **Section 112** was punishable with a fine. For a light motor vehicle, the fine was not less than **1,000 rupees** but could extend to **2,000 rupees**. 

Please note that this section was superseded in subsequent years, and penalties for overspeed",0.7561142981052399,3.6455140113830566,3.671542167663574,0.0,0.3333333333333333,0.4,1.0,1.0,0.5,0.3973220069685352,0.0,0.3333333333333333,0.4,0.16666666666666666,0.5,0.0,1.0,1.0,1.0,0.7561142981052399,3.671542167663574
TP-005,What was the penalty for overspeeding in India in 2000?,HISTORICAL_POINT,2000,temporal_precision,medium,PV-RAG,"Motor Vehicles Act, 1988",Sec 183,10,0.1254878044128418,"The Indian Tramways Act, 1886, governed penalties for traffic violations in 2000. However, there is no specific provision in the retrieved rules that addresses penalties for overspeeding. The Act contains penalties for other violations, such as evading tolls (Sec 31), obstructing tramway construction (Sec 28), and giving false accounts (Sec 33), but none directly relate to overspeeding. 

In 2000, penalties for overspeeding would have been governed by the Motor Vehicles Act, 1988, which is not i",0.8930285036563873,7.7619147300720215,7.887402534484863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.16666666666666666,0.5,0.6666666666666666,0.6333333333333333,0.8930285036563873,7.887402534484863
